"","player_id","rank","player","k_bb","seasons"
"1",83682,1,"Ally Wiegand","17.7","2018-2020"
"2",62161,2,"Megan Potter","13.3","2017-2022"
"3",22449,3,"Gracie Ellis","10.0","2022-2025"
"4",15152,4,"Cindy Connoly"," 9.9","2017-2018"
"5",71891,5,"Kayla Simacek"," 9.3","2020-2024"
"6",77208,6,"Lindsey Thayer"," 7.7","2017-2018"
"7",61434,7,"Ashley Pion"," 7.6","2020-2023"
"8",52553,8,"Alexis Michon"," 7.3","2021-2025"
"9",39084,9,"Sky Johnson"," 6.6","2022-2025"
"10",75544,10,"Ashlyn Strother"," 6.4","2020-2024"
"11",81728,11,"Madison Walter"," 6.4","2019-2022"
"12",25173,12,"Gina Followell"," 6.1","2019-2023"
"13",72943,13,"Mckenna Smith"," 6.1","2022-2023"
"14",50984,14,"Alexa Mchugh"," 5.6","2020-2023"
"15",48930,15,"Jamie Martin"," 5.5","2022-2025"
"16",72680,16,"Briana Smith"," 5.5","2021-2023"
"17",86634,17,"Olivia Zoeller"," 5.4","2019-2022"
"18",83775,18,"Jessica Wilcox"," 5.2","2017-2021"
"19",39442,19,"Sydney Jones"," 5.2","2017-2018"
"20",29477,20,"Hannah Gore"," 5.2","2022-2025"
"21",66584,21,"Jazmyn Rohrer"," 5.1","2017-2018"
"22",45068,22,"Sadie Leonard"," 5.0","2023-2025"
"23",1022,23,"Kate Alger"," 4.9","2022-2025"
"24",57976,24,"Alyssa Olson"," 4.9","2017-2019"
"25",69231,25,"Elisabeth Schaffer"," 4.9","2017-2020"
"26",31075,26,"Anna Gurr"," 4.7","2017-2018"
"27",9208,27,"Madison Brown"," 4.7","2019-2023"
"28",79391,28,"Paige Uliase"," 4.7","2017-2021"
"29",54683,29,"Renae Morton"," 4.6","2017-2018"
"30",67313,30,"Jess Rozick"," 4.5","2017-2019"
"31",7092,31,"Morgan Bolduk"," 4.5","2018-2022"
"32",58741,32,"Sara Packard"," 4.4","2017-2018"
"33",34566,33,"Marissa Heuer"," 4.4","2021-2023"
"34",57044,34,"Josie Novak"," 4.2","2017-2018"
"35",33602,35,"Paige Heffke"," 4.2","2022-2025"
"36",10816,36,"Kendyll Cahill"," 4.2","2023-2025"
"37",57038,37,"Elly Novak"," 4.2","2020-2023"
"38",24692,38,"Devin Fitzpatrick"," 4.0","2022-2025"
"39",61443,39,"Anna Pipenhagen"," 3.9","2017-2018"
"40",36961,40,"Hanna Hull"," 3.9","2017-2021"
"41",56436,41,"Aj Nichols"," 3.7","2017-2019"
"42",57499,42,"Moira O'reilly"," 3.7","2021-2023"
"43",5846,43,"Sydnee Bessler"," 3.7","2017-2019"
"44",5377,44,"Kyla Benner"," 3.7","2019-2023"
"45",5086,45,"Aleya Belardinelli"," 3.6","2022-2025"
"46",13157,46,"Emily Charlton"," 3.6","2021-2025"
"47",31991,47,"Erin Hancock"," 3.6","2020-2023"
"48",9945,48,"Caitlyn Burch"," 3.6","2021-2024"
"49",46146,49,"Alex Loizon"," 3.5","2019-2023"
"50",84753,50,"Josie Wise"," 3.5","2021-2025"
"51",11082,51,"Nikki Camarati"," 3.5","2019-2022"
"52",55422,52,"Mary pat Murray"," 3.5","2017-2020"
"53",5929,53,"Lily Beurman"," 3.5","2018-2022"
"54",44785,54,"Hailee Leger"," 3.5","2021-2024"
"55",4888,55,"Nicki Becker"," 3.5","2019-2023"
"56",16819,56,"Haley Crumpton"," 3.4","2017-2019"
"57",19771,57,"Sophia Dicocco"," 3.4","2021-2024"
"58",23187,58,"Ainsley Evanetski"," 3.4","2022-2025"
"59",41003,59,"Abby Kidd"," 3.4","2022-2025"
"60",16150,60,"Cheyanne Cox"," 3.4","2018-2022"
"61",20575,61,"Kailey Dorcsis"," 3.4","2022-2025"
"62",75956,62,"Kaitlin Surdej"," 3.4","2017-2019"
"63",29716,63,"Julie Graf"," 3.3","2017-2021"
"64",35985,64,"Sydney Hood"," 3.3","2019-2022"
"65",86000,65,"Alexa Young"," 3.3","2018-2021"
"66",45329,66,"Ginger Lewis"," 3.3","2017-2020"
"67",39316,67,"Jen Jones"," 3.3","2017-2022"
"68",40502,68,"Tayah Kelley"," 3.3","2020-2024"
"69",40024,69,"Jada Karnes"," 3.3","2020-2023"
"70",34027,70,"Cami Henry"," 3.3","2019-2022"
"71",30821,71,"Stefanie Guercio"," 3.2","2018-2021"
"72",44993,72,"Ashley Lenser"," 3.2","2022-2025"
"73",47868,73,"Abby Mahsem"," 3.2","2017-2019"
"74",16060,74,"Jaylin Couto"," 3.2","2021-2025"
"75",12059,75,"Kennedy Carruth"," 3.2","2021-2024"
"76",78518,76,"Nerina Tramp"," 3.2","2022-2025"
"77",66134,77,"Liz Rodarte"," 3.2","2017-2019"
"78",19864,78,"Taryn Digiacomo"," 3.2","2017-2021"
"79",25371,79,"Paige Forry"," 3.1","2022-2025"
"80",3784,80,"Taylor Barbour"," 3.1","2018-2021"
"81",17944,81,"Ashley Davis"," 3.1","2019-2023"
"82",79404,82,"Haley Ullrich"," 3.1","2019-2022"
"83",52610,83,"Melanie Mienke"," 3.1","2022-2025"
"84",29595,84,"Rebecca Gottleib"," 3.0","2022-2025"
"85",50353,85,"Kamryn Mccool"," 3.0","2019-2022"
"86",70887,86,"Amaria Sharon"," 3.0","2017-2019"
"87",48948,87,"Katie Martin"," 3.0","2018-2022"
"88",55182,88,"Jennelle Munoz"," 3.0","2021-2025"
"89",53118,89,"Kiana Millsaps"," 3.0","2017-2019"
"90",85755,90,"Gretchen Yanss"," 3.0","2022-2025"
"91",15561,91,"Gianna Corban"," 3.0","2019-2022"
"92",35204,92,"Ally Hjort"," 2.9","2018-2021"
"93",27969,93,"Anna Gernant"," 2.9","2017-2019"
"94",1761,94,"Sam Anderson"," 2.9","2017-2019"
"95",27643,95,"Megan Gavin"," 2.9","2018-2022"
"96",83580,96,"Candace Whittemore"," 2.9","2017-2019"
"97",37111,97,"Madison Hunt"," 2.9","2017-2020"
"98",44828,98,"Kennedy Lehn"," 2.9","2022-2023"
"99",71037,99,"Brianna Shearer"," 2.9","2020-2023"
"100",41565,100,"Aimee Kistner"," 2.9","2017-2019"
