"","player_id","rank","player","k_7","seasons"
"1",77208,1,"Lindsey Thayer","12.6","2017-2018"
"2",45068,2,"Sadie Leonard","12.5","2023-2025"
"3",29716,3,"Julie Graf","12.3","2017-2021"
"4",72943,4,"Mckenna Smith","10.9","2022-2023"
"5",36961,5,"Hanna Hull","10.9","2017-2021"
"6",11082,6,"Nikki Camarati","10.8","2019-2022"
"7",27969,7,"Anna Gernant","10.4","2017-2019"
"8",83682,8,"Ally Wiegand","10.4","2018-2020"
"9",25173,9,"Gina Followell","10.2","2019-2023"
"10",16566,10,"Trinity Critelli","10.1","2022-2025"
"11",39442,11,"Sydney Jones","10.1","2017-2018"
"12",71375,12,"Charli Shinstine","10.0","2020-2024"
"13",57499,13,"Moira O'reilly","10.0","2021-2023"
"14",69231,14,"Elisabeth Schaffer"," 9.7","2017-2020"
"15",71891,15,"Kayla Simacek"," 9.7","2020-2024"
"16",58446,16,"Amanda Osterhus"," 9.6","2017-2021"
"17",34027,17,"Cami Henry"," 9.6","2019-2022"
"18",86634,18,"Olivia Zoeller"," 9.4","2019-2022"
"19",62453,19,"Juliana Presto"," 9.3","2021-2025"
"20",66584,20,"Jazmyn Rohrer"," 9.2","2017-2018"
"21",44828,21,"Kennedy Lehn"," 9.1","2022-2023"
"22",62161,22,"Megan Potter"," 9.1","2017-2022"
"23",15152,23,"Cindy Connoly"," 9.0","2017-2018"
"24",52553,24,"Alexis Michon"," 9.0","2021-2025"
"25",27643,25,"Megan Gavin"," 8.9","2018-2022"
"26",30821,26,"Stefanie Guercio"," 8.9","2018-2021"
"27",12059,27,"Kennedy Carruth"," 8.8","2021-2024"
"28",22449,28,"Gracie Ellis"," 8.7","2022-2025"
"29",50353,29,"Kamryn Mccool"," 8.7","2019-2022"
"30",66507,30,"Jillian Rogers"," 8.6","2022-2025"
"31",10677,31,"Avery Byrnes"," 8.6","2020-2024"
"32",83775,32,"Jessica Wilcox"," 8.5","2017-2021"
"33",53321,33,"Lexi Miskey"," 8.5","2022-2025"
"34",40502,34,"Tayah Kelley"," 8.4","2020-2024"
"35",1022,35,"Kate Alger"," 8.4","2022-2025"
"36",29477,36,"Hannah Gore"," 8.3","2022-2025"
"37",48930,37,"Jamie Martin"," 8.3","2022-2025"
"38",3784,38,"Taylor Barbour"," 8.3","2018-2021"
"39",57038,39,"Elly Novak"," 8.3","2020-2023"
"40",70530,40,"Kayla Senne"," 8.2","2022-2024"
"41",61434,41,"Ashley Pion"," 8.2","2020-2023"
"42",16150,42,"Cheyanne Cox"," 8.2","2018-2022"
"43",51870,43,"Brianna Melchionda"," 8.2","2021-2025"
"44",75544,44,"Ashlyn Strother"," 8.2","2020-2024"
"45",61443,45,"Anna Pipenhagen"," 8.1","2017-2018"
"46",67313,46,"Jess Rozick"," 8.1","2017-2019"
"47",57976,47,"Alyssa Olson"," 8.0","2017-2019"
"48",55683,48,"Alanna Namit"," 8.0","2018-2021"
"49",50984,49,"Alexa Mchugh"," 8.0","2020-2023"
"50",39316,50,"Jen Jones"," 8.0","2017-2022"
"51",49641,51,"Bella Matthias"," 7.7","2017-2019"
"52",24195,52,"Alexis Ferris"," 7.7","2017-2019"
"53",54471,53,"Bridget Morris"," 7.6","2021-2023"
"54",38861,54,"Gabby Johnson"," 7.6","2017-2019"
"55",18260,55,"Jordan Day"," 7.6","2018-2022"
"56",11496,56,"Marissa Cappello"," 7.6","2017-2019"
"57",72135,57,"Erin Sinatra"," 7.6","2021-2025"
"58",39939,58,"Darian Kanno"," 7.6","2022-2025"
"59",79404,59,"Haley Ullrich"," 7.6","2019-2022"
"60",57044,60,"Josie Novak"," 7.5","2017-2018"
"61",41003,61,"Abby Kidd"," 7.5","2022-2025"
"62",5377,62,"Kyla Benner"," 7.5","2019-2023"
"63",7806,63,"Kameron Bowling"," 7.5","2018-2021"
"64",61931,64,"Lorrin Pondo"," 7.5","2018-2021"
"65",5929,65,"Lily Beurman"," 7.4","2018-2022"
"66",5086,66,"Aleya Belardinelli"," 7.4","2022-2025"
"67",39084,67,"Sky Johnson"," 7.3","2022-2025"
"68",61470,68,"Riley Piromalli"," 7.3","2020-2023"
"69",54683,69,"Renae Morton"," 7.3","2017-2018"
"70",78146,70,"Hannah Tomasko"," 7.2","2018-2022"
"71",75057,71,"Brooke Stock"," 7.2","2017-2021"
"72",58251,72,"Abby Orso"," 7.2","2022-2025"
"73",15561,73,"Gianna Corban"," 7.1","2019-2022"
"74",23187,74,"Ainsley Evanetski"," 7.1","2022-2025"
"75",24817,75,"Beth Fleming"," 7.1","2018-2022"
"76",74339,76,"Allie Stanya"," 7.1","2021-2024"
"77",2332,77,"Aly Armstrong"," 7.0","2019-2023"
"78",31232,78,"Danielle Guzzardi"," 7.0","2022-2025"
"79",16819,79,"Haley Crumpton"," 7.0","2017-2019"
"80",8314,80,"Beth Braswell"," 6.9","2018-2021"
"81",8602,81,"Cora Bridgers"," 6.9","2019-2022"
"82",45789,82,"Katelyn Lipsky"," 6.9","2021-2024"
"83",31827,83,"Ilissa Hamilton"," 6.9","2018-2020"
"84",45329,84,"Ginger Lewis"," 6.9","2017-2020"
"85",70861,85,"Lauren Shannon"," 6.8","2017-2020"
"86",15472,86,"Kendra Cooper"," 6.8","2019-2023"
"87",52803,87,"Ashtyn Miller"," 6.7","2019-2022"
"88",5846,88,"Sydnee Bessler"," 6.7","2017-2019"
"89",25371,89,"Paige Forry"," 6.7","2022-2025"
"90",78518,90,"Nerina Tramp"," 6.6","2022-2025"
"91",7462,91,"Ellie Borst"," 6.6","2018-2021"
"92",41565,92,"Aimee Kistner"," 6.6","2017-2019"
"93",9945,93,"Caitlyn Burch"," 6.6","2021-2024"
"94",47868,94,"Abby Mahsem"," 6.6","2017-2019"
"95",1761,95,"Sam Anderson"," 6.6","2017-2019"
"96",64254,96,"Lexi Reetz"," 6.5","2017-2019"
"97",21310,97,"Rebecca Duncan"," 6.5","2017-2019"
"98",628,98,"Kaitlyn Aherron"," 6.5","2017-2021"
"99",35375,99,"Ashton Hoeppner"," 6.5","2018-2021"
"100",72680,100,"Briana Smith"," 6.5","2021-2023"
