"","team_id","opponent_id","game_id","game_date","team","home","opponent","result","runs","allowed","record"
"1","10","30002","2189477","02/11/2022","Alabama Huntsville","","Trevecca Nazarene","W",9,1,"1-0-0"
"2","10","720","2189617","02/11/2022","Alabama Huntsville","","Tuskegee","W",6,1,"2-0-0"
"3","10","661","2190049","02/12/2022","Alabama Huntsville","","Southern Ind.","W",5,4,"4-0-0"
"4","10","30191","2189983","02/12/2022","Alabama Huntsville","","Spring Hill","W",4,3,"3-0-0"
"5","10","333","2190285","02/13/2022","Alabama Huntsville","","Ky. Wesleyan","W",11,1,"5-0-0"
"6","10","734","2190856","02/19/2022","Alabama Huntsville","@","Valdosta St.","L",3,11,"5-1-0"
"7","10","734","2205048","02/19/2022","Alabama Huntsville","@","Valdosta St.","L",5,6,"5-2-0"
"8","10","734","2191209","02/20/2022","Alabama Huntsville","@","Valdosta St.","L",3,4,"5-3-0"
"9","10","30153","2192040","02/26/2022","Alabama Huntsville","","Union (TN)","W",6,3,"6-3-0"
"10","10","30153","2192474","02/27/2022","Alabama Huntsville","","Union (TN)","W",3,2,"7-3-0"
"11","10","30153","2205839","02/27/2022","Alabama Huntsville","","Union (TN)","W",10,4,"8-3-0"
"12","10","1238","2192886","03/02/2022","Alabama Huntsville","@","Montevallo","W",11,1,"9-3-0"
"13","10","1238","2205173","03/02/2022","Alabama Huntsville","@","Montevallo","W",7,4,"10-3-0"
"14","10","181","2193283","03/04/2022","Alabama Huntsville","","Delta St.","W",10,1,"11-3-0"
"15","10","181","2205300","03/05/2022","Alabama Huntsville","","Delta St.","W",6,2,"12-4-0"
"16","10","181","2193658","03/05/2022","Alabama Huntsville","","Delta St.","L",0,1,"11-4-0"
"17","10","30052","2194588","03/09/2022","Alabama Huntsville","@","North Georgia","L",2,7,"12-5-0"
"18","10","30052","2205692","03/09/2022","Alabama Huntsville","@","North Georgia","L",3,5,"12-6-0"
"19","10","30093","2263848","03/19/2022","Alabama Huntsville","@","AUM","W",5,2,"13-6-0"
"20","10","30093","2197242","03/20/2022","Alabama Huntsville","@","AUM","L",3,7,"13-7-0"
"21","10","30093","2206908","03/20/2022","Alabama Huntsville","@","AUM","L",2,10,"13-8-0"
"22","10","30013","2198347","03/26/2022","Alabama Huntsville","@","Lee","L",0,7,"13-9-0"
"23","10","30013","2208152","03/26/2022","Alabama Huntsville","@","Lee","W",11,2,"14-9-0"
"24","10","30013","2198638","03/27/2022","Alabama Huntsville","@","Lee","L",1,9,"14-10-0"
"25","10","1238","2207815","03/30/2022","Alabama Huntsville","","Montevallo","L",4,8,"14-12-0"
"26","10","1238","2198951","03/30/2022","Alabama Huntsville","","Montevallo","L",5,6,"14-11-0"
"27","10","429","2199669","04/02/2022","Alabama Huntsville","","Mississippi Col.","W",6,2,"15-12-0"
"28","10","429","2207842","04/02/2022","Alabama Huntsville","","Mississippi Col.","W",2,1,"16-12-0"
"29","10","429","2199870","04/03/2022","Alabama Huntsville","","Mississippi Col.","W",10,5,"17-12-0"
"30","10","11740","2200590","04/09/2022","Alabama Huntsville","@","West Florida","W",8,3,"18-12-0"
"31","10","11740","2209905","04/09/2022","Alabama Huntsville","@","West Florida","L",3,7,"18-13-0"
"32","10","11740","2200981","04/10/2022","Alabama Huntsville","@","West Florida","W",4,3,"19-13-0"
"33","10","422","2196124","04/12/2022","Alabama Huntsville","@","Miles","W",12,0,"20-13-0"
"34","10","422","2211414","04/12/2022","Alabama Huntsville","@","Miles","W",13,2,"21-13-0"
"35","10","766","2201782","04/15/2022","Alabama Huntsville","","West Ga.","W",5,1,"22-13-0"
"36","10","766","2208647","04/15/2022","Alabama Huntsville","","West Ga.","W",16,2,"23-13-0"
"37","10","766","2201993","04/16/2022","Alabama Huntsville","","West Ga.","W",8,5,"24-13-0"
"38","10","1176","2202720","04/21/2022","Alabama Huntsville","","Lincoln Memorial","W",6,5,"25-13-0"
"39","10","1176","2210293","04/21/2022","Alabama Huntsville","","Lincoln Memorial","W",7,6,"26-13-0"
"40","10","30151","2203302","04/23/2022","Alabama Huntsville","@","Shorter","W",11,0,"27-13-0"
"41","10","30151","2210324","04/23/2022","Alabama Huntsville","@","Shorter","W",8,0,"28-13-0"
"42","10","30151","2203572","04/24/2022","Alabama Huntsville","@","Shorter","W",9,1,"29-13-0"
"43","10","358","2204193","04/30/2022","Alabama Huntsville","","West Ala.","W",7,1,"30-13-0"
"44","10","358","2207659","04/30/2022","Alabama Huntsville","","West Ala.","W",5,2,"31-13-0"
"45","10","358","2204492","05/01/2022","Alabama Huntsville","","West Ala.","W",9,1,"32-13-0"
"46","10","30013","2271946","05/04/2022","Alabama Huntsville","","Lee","W",3,0,"33-13-0"
"47","10","30093","2271932","05/05/2022","Alabama Huntsville","@","AUM","W",1,0,"34-13-0"
"48","10","30013","2271942","05/07/2022","Alabama Huntsville","@","Lee","W",8,0,"35-13-0"
"49","10","30093","2271917","05/08/2022","Alabama Huntsville","","AUM","L",4,7,"35-14-0"
"50","10","24639","2273985","05/12/2022","Alabama Huntsville","@","Nova Southeastern","L",0,5,"35-15-0"
"51","10","24639","2273980","05/13/2022","Alabama Huntsville","","Nova Southeastern","W",7,1,"36-15-0"
